source,target,number
"Dong, D","Shi, D",1
"Dong, D","Wang, M",1
"Dong, D","Xie, J",1
"Dong, D","Zang, Y",1
"Dong, D","Zhang, R",1
"Dong, D","Zhang, S",1
"Dong, D","Zheng, H",1
"Dong, F","Hua, J",1
"Dong, F","Jiang, B",1
"Dong, F","Li, Q",1
"Dong, F","Zeng, Q",1
"Dong, F","Zhang, M",1
"Dong, Y","Zhang, B",4
"Dong, Y","Huang, W",3
"Dong, Y","Mo, X",3
"Dong, Y","Ouyang, F",3
"Dong, Y","Zhang, L",3
"Dong, Y","Zhang, S",3
"Dong, Y","Tian, J",2
"Dong, Y","Chen, W",1
"Dong, Y","Guo, B",1
"Dong, Y","Lian, Z",1
"Dong, Y","Liang, C",1
"Dong, Y","Liang, L",1
"Dong, Y","Liu, J",1
"Dong, Y","Luo, X",1
"Dong, Y","Pei, S",1
"Dong, Y","Deng, C",1
"Dong, Y","Feng, Q",1
"Dong, Y","Huang, W",1
"Dong, Y","Lian, Z",1
"Dong, Y","Liang, C",1
"Dong, Y","Liu, J",1
"Dong, Y","Lu, Z",1
"Dong, Y","Luo, X",1
"Dong, Y","Mo, X",1
"Dong, Y","Pei, S",1
"Dong, Y","Yang, W",1
"Dong, Y","Zhang, L",1
"Dong, Y","Zhang, S",1
"Dong, YH","Hu, QG",1
"Dong, YH","Huang, WH",1
"Dong, YH","Mo, XK",1
"Dong, YH","Zhang, L",1
"Dong, YH","Zhang, SX",1
"Driscoll, B","Balagurunathan, Y",1
"Driscoll, B","Cha, K",1
"Driscoll, B","Gillies, R",1
"Driscoll, B","Goldgof, D",1
"Driscoll, B","Hadjiiski, L",1
"Driscoll, B","Yeung, I",1
"Drukker, K","Li, H",5
"Drukker, K","Giger, ML",4
"Drukker, K","Hoadley, KA",3
"Drukker, K","Ji, Y",3
"Drukker, K","Morris, EA",3
"Drukker, K","Net, JM",3
"Drukker, K","Sutton, EJ",3
"Drukker, K","Whitman, GJ",3
"Drukker, K","Fan, C",2
"Drukker, K","Ganott, M",2
"Drukker, K","Huang, E",2
"Drukker, K","Lan, L",2
"Drukker, K","Zuley, M",2
"Drukker, K","Bonaccio, E",1
"Drukker, K","Burnside, E",1
"Drukker, K","Conzen, SD",1
"Drukker, K","Morris, E",1
"Drukker, K","Perou, CM",1
"Drukker, K","Rao, A",1
"Drukker, K","Whitman, G",1
"Dubchuk, C","Gilmore, H",2
"Dubchuk, C","Madabhushi, A",2
"Dubchuk, C","Plecha, D",2
"Dubchuk, C","Tiwari, P",2
"Dubois, L","Lambin, P",1
"Dunn, IF","Aerts, HJWL",1
"Dunn, IF","Alexander, BM",1
"Dunn, IF","Huang, RY",1
"Dunn, IF","Santagata, S",1
"Dunn, WD","Aerts, HJ",1
"Dunn, WD","Holder, CA",1
"Durand, PB","Deutsch, E",1
"Durand, PB","Ferté, C",1
"Durand, PB","Haspinger, E",1
"Durand, PB","Jaudet, C",1
"Durand, PB","Massard, C",1
"Durand, PB","Soria, JC",1
"Durand, PB","Varga, A",1
"Dwivedi, DK","Brugarolas, J",1
"Dwivedi, DK","Cadeddu, JA",1
"Dwivedi, DK","Chatzinoff, Y",1
"Dwivedi, DK","Chopra, R",1
"Dwivedi, DK","Fulkerson, M",1
"Dwivedi, DK","Kapur, P",1
"Dwivedi, DK","Pedrosa, I",1
"Dwivedi, DK","Yuan, Q",1
"Dwivedi, DK","Zhang, Y",1
"Echegaray, S","Napel, S",3
"Echegaray, S","Gevaert, O",2
"Echegaray, S","Gevaert, O",1
"Echegaray, S","Kamaya, A",1
"Echegaray, S","Kothary, N",1
"Echegaray, S","Louie, J",1
"Echegaray, S","Napel, S",1
"Echegaray, S","Shah, R",1
"Echegaray, S","Kadoch, M",1
"Echegaray, S","Kamaya, A",1
"Echegaray, S","Kothary, N",1
"Echegaray, S","Leung, A",1
"Echegaray, S","Louie, J",1
"Echegaray, S","Nair, V",1
"Echegaray, S","Rubin, D",1
"Echegaray, S","Rubin, DL",1
"Echegaray, S","Shah, R",1
"Ehmke, RC","Schwartz, LH",1
"Ehmke, RC","Zhao, B",1
"Eidel, O","Bendszus, M",1
"Eidel, O","Bonekamp, D",1
"Eidel, O","Maier-Hein, KH",1
"Eidel, O","Radbruch, A",1
"Eidel, O","Schlemmer, HP",1
"Eidel, O","Wick, W",1
"Elagin, V","Feldchtein, F",1
"Elagin, V","Gelikonov, G",1
"Elagin, V","Gelikonov, V",1
"Elagin, V","Gladkova, N",1
"Elagin, V","Kiseleva, E",1
"Elagin, V","Matveev, L",1
"Elagin, V","Sirotkina, M",1
"Elagin, V","Vitkin, A",1
"Elagin, V","Zagaynova, E",1
"Elagin, V","Zaitsev, V",1
"Elakkad, A","Colen, RR",1
"Elakkad, A","Hassan, I",1
"Elakkad, A","Kumar, A",1
"El-Hachem, N","Aerts, HJ",1
"El-Hachem, N","Bui, MM",1
"El-Hachem, N","Gillies, RJ",1
"El-Hachem, N","Haibe-Kains, B",1
"El-Hachem, N","Lambin, P",1
"El-Hachem, N","Leijenaar, RT",1
"El-Hachem, N","Parmar, C",1
"El-Hachem, N","Rios Velazquez, E",1
"Elias, S","Huang, Z",1
"Elias, S","Jia, G",1
"Elias, S","Kinahan, PE",1
"Elias, S","Knopp, MV",1
"Elias, S","Lo, SS",1
"Elias, S","Mayr, NA",1
"Elias, S","Nelson, D",1
"Elias, S","Sandison, GA",1
"Ellis, RJ","Madabhushi, A",1
"Erasmus, JJ","Chang, JY",1
"Erasmus, JJ","Court, LE",1
"Erba, PA","Kirienko, M",1
"Erho, N","Gillies, RJ",2
"Erho, N","Pollack, A",2
"Erho, N","Punnen, S",2
"Erho, N","Balagurunathan, Y",1
"Erho, N","Ishkanian, A",1
"Erickson, B","Li, XA",1
"Escande, A","Deutsch, E",2
"Escande, A","Haie-Meder, C",2
"Escande, A","Robert, C",2
"Escande, A","Gouy, S",1
"Etemad-Rezai, R","Senan, S",1
"Etemad-Rezai, R","Ward, AD",1
"Etemad-Rezai, R","Yeung, TP",1
"Etesami, M","Dubchuk, C",2
"Etesami, M","Gilmore, H",2
"Etesami, M","Madabhushi, A",2
"Etesami, M","Plecha, D",2
"Etesami, M","Prasanna, P",2
"Etesami, M","Tiwari, P",2
"Eva, H","Benjamin, B",1
"Eva, H","Caroline, C",1
"Eva, H","Charles, F",1
"Eva, H","Jean-Charles, S",1
"Eva, H","Samy, A",1
"Eva, H","Stefan, M",1
"Fan, C","Conzen, SD",2
"Fan, C","Huang, E",2
"Fan, C","Morris, EA",2
"Fan, C","Net, JM",2
"Fan, C","Sutton, EJ",2
"Fan, C","Whitman, GJ",2
"Fan, C","Ganott, M",1
"Fan, C","Giger, ML",1
"Fan, C","Ji, Y",1
"Fan, C","Perou, CM",1
"Fan, C","Zuley, M",1
"Fan, M","Li, L",2
"Fan, M","Zhang, J",2
"Fan, M","Cheng, H",1
"Fan, M","Li, H",1
"Fan, M","Shao, G",1
"Fan, M","Wang, S",1
"Fan, M","Wu, G",1
"Fan, M","Zheng, B",1
"Fan, X","Jiang, T",3
"Fan, X","Li, S",3
"Fan, X","Liu, X",3
"Fan, X","Wang, Y",3
"Fang, M","Tian, J",3
"Fang, M","Li, W",2
"Fang, M","Liang, C",2
"Fang, M","Liu, Z",2
"Fang, M","Zhang, L",2
"Fang, M","Chen, X",1
"Fang, M","Cheng, Y",1
"Fang, M","Cheng, Z",1
"Fang, M","Gan, Y",1
"Fang, M","He, L",1
"Fang, M","Hu, C",1
"Fang, M","Huang, X",1
"Fang, M","Huang, Y",1
"Fang, M","Xie, J",1
"Fang, M","Zang, Y",1
"Fang, M","Zhang, R",1
"Fang, M","Zheng, H",1
"Farber, NJ","Belani, P",1
"Farber, NJ","Singer, EA",1
"Farber, NJ","Wu, Y",1
"Farber, NJ","Zou, L",1
"Fargeas, A","Acosta, O",1
"Fargeas, A","Commandeur, F",1
"Fargeas, A","de Crevoisier, R",1
"Fargeas, A","Gutiérrez-Carvajal, RE",1
"Fargeas, A","Hatt, M",1
"Fargeas, A","Mathieu, R",1
"Fargeas, A","Ospina, JD",1
"Fargeas, A","Rohou, T",1
"Fargeas, A","Rolland, Y",1
"Fargeas, A","Vincendeau, S",1
"Farneti, A","Cattaneo, GM",1
"Farneti, A","Esposito, M",1
"Farneti, A","Rizzo, G",1
"Fave, X","Mackin, D",4
"Fave, X","Mackin, D",3
"Fave, X","Yang, J",3
"Fave, X","Zhang, L",3
"Fave, X","Yang, J",3
"Fave, X","Court, L",2
"Fave, X","Jones, AK",2
"Fave, X","Balter, P",2
"Fave, X","Court, L",2
"Fave, X","Followill, D",2
"Fave, X","Gomez, D",2
"Fave, X","Jones, AK",2
"Fave, X","Stingo, F",2
"Fave, X","Court, LE",1
"Fave, X","Dodge, C",1
"Fave, X","Fried, D",1
"Fave, X","Li, J",1
"Fave, X","Ng, CS",1
"Fave, X","Rodriguez-Rivera, E",1
"Fave, X","Taylor, B",1
"Fave, X","Fontenot, J",1
"Fave, X","Fried, D",1
"Fave, X","Liao, Z",1
"Fave, X","Mohan, R",1
"Fave, X","Zhang, J",1
"Fave, X","Zhang, L",1
"Fayad, H","Jaouen, V",1
"Fayad, H","Le Rest, CC",1
"Fayad, H","Visvikis, D",1
"Fedorov, A","Aerts, HJWL",1
"Fedorov, A","Aucoin, N",1
"Fedorov, A","Beets-Tan, RGH",1
"Fedorov, A","Fillion-Robin, JC",1
"Fedorov, A","Hosny, A",1
"Fedorov, A","Narayan, V",1
"Fedorov, A","Parmar, C",1
"Fedorov, A","Pieper, S",1
"Feldchtein, F","Gelikonov, G",1
"Feldchtein, F","Gelikonov, V",1
"Feldchtein, F","Gladkova, N",1
"Feldchtein, F","Vitkin, A",1
"Feldchtein, F","Zagaynova, E",1
"Feliciani, G","Das, M",1
"Feliciani, G","Lambin, P",1
"Feliciani, G","Leijenaar, RTH",1
"Feliciani, G","Raat, FHPJ",1
"Feliciani, G","Schreurs, WMJ",1
"Feliciani, G","Sosef, MN",1
"Feliciani, G","van der Zande, FHR",1
"Feliciani, G","van Elmpt, W",1
"Feng, Q","Chen, W",1
"Feng, Q","Deng, C",1
"Feng, Q","Huang, W",1
"Feng, Q","Lian, Z",1
"Feng, Q","Liang, C",1
"Feng, Q","Liu, J",1
"Feng, Q","Lu, Z",1
"Feng, Q","Luo, X",1
"Feng, Q","Mo, X",1
"Feng, Q","Pei, S",1
"Feng, Q","Rahmim, A",1
"Feng, Q","Yang, W",1
"Feng, Q","Zhang, B",1
"Feng, Q","Zhang, L",1
"Feng, Q","Zhang, S",1
"Feng, Z","Katz, MH",1
"Feng, Z","Koay, EJ",1
"Feng, Z","Maitra, A",1
"Feng, Z","Tamm, EP",1
"Feng, Z","Wang, H",1
"Fennessy, F","Aerts, HJWL",1
"Fennessy, F","Gillies, R",1
"Fennessy, F","Mak, RH",1
"Fennessy, F","Quackenbush, J",1
"Fennessy, FM","Aerts, HJ",1
"Fennessy, FM","De Ruysscher, D",1
"Fennessy, FM","Kikinis, R",1
"Fennessy, FM","Lambin, P",1
"Fennessy, FM","Lewis, JH",1
"Fenoglietto, P","Azria, D",1
"Fenoglietto, P","Brengues, M",1
"Fenoglietto, P","Pèlegrin, A",1
"Ferguson, SD","Court, LE",1
"Ferguson, SD","Fave, X",1
"Ferguson, SD","Li, J",1
"Ferguson, SD","Mackin, D",1
"Ferguson, SD","Zhang, L",1
"Fernandez, DC","Biagioli, MC",1
"Fernandez, DC","Hunt, D",1
"Fernandez, DC","Montejo, ME",1
"Fernandez, DC","Moros, EG",1
"Fernandez, DC","Werner, J",1
"Ferté, C","Casiraghi, O",1
"Ferté, C","Lambin, P",1
"Ferté, C","Robert, C",1
"Ferté, C","Scoazec, JY",1
"Ferté, C","Tao, Y",1
"Ferté, C","Temam, S",1
"Fetit, AE","Arvanitis, TN",1
"Fetit, AE","Auer, DP",1
"Fetit, AE","Clark, CA",1
"Fetit, AE","Grundy, RG",1
"Fetit, AE","Novak, J",1
"Fetit, AE","Peet, AC",1
"Fetit, AE","Rodriguez, D",1
"Fevrier-Sullivan, B","Freymann, JB",1
"Fevrier-Sullivan, B","Rao, A",1
"Feygelman, V","Zhang, G",1
"Fielding, JR","Brooks, SA",1
"Fielding, JR","Khandani, AH",1
"Fielding, JR","Milowsky, MI",1
"Fielding, JR","Rathmell, WK",1
"Fielding, JR","Shen, D",1
"Fielding, JR","Wallen, EM",1
"Fielding, JR","Woods, ME",1
"Fillion-Robin, JC","Aerts, HJWL",1
"Fillion-Robin, JC","Pieper, S",1
"Filss, CP","Galldiks, N",1
"Filss, CP","Kamp, MA",1
"Filss, CP","Langen, KJ",1
"Filss, CP","Neumaier, B",1
"Filss, CP","Shah, NJ",1
"Filss, CP","Stegmayr, C",1
"Flechsig, P","Giesel, FL",2
"Flechsig, P","Antoch, G",1
"Flechsig, P","Frank, P",1
"Flechsig, P","Rieser, M",1
"Flechsig, P","Warth, A",1
"Fogliata, A","Kirienko, M",2
"Fogliata, A","Sollini, M",2
"Fogliata, A","Chiti, A",1
"Fogliata, A","Comito, T",1
"Fogliata, A","Franceschini, D",1
"Fogliata, A","Franzese, C",1
"Fogliata, A","Hsu, WC",1
"Fogliata, A","Lobefalo, F",1
"Fogliata, A","Reggiori, G",1
"Fogliata, A","Rossi, A",1
"Fogliata, A","Scorsetti, M",1
"Fogliata, A","Voulaz, E",1
"Fogliata, A","Wang, PM",1
"Folkert, M","Choy, H",1
"Folkert, M","Iyengar, P",1
"Folkert, M","Jiang, S",1
"Folkert, M","Timmerman, R",1
"Folkert, M","Wang, J",1
"Folkert, M","Westover, K",1
"Folkert, M","Zhang, Y",1
"Folkert, MR","Apte, AP",1
"Folkert, MR","Deasy, JO",1
"Folkert, MR","Grkovski, M",1
"Folkert, MR","Lee, NY",1
"Folkert, MR","Oh, JH",1
"Folkert, MR","Schöder, H",1
"Folkert, MR","Setton, J",1
"Folkert, MR","Thorstad, WL",1
"Folkert, MR","Young, RJ",1
"Followill, D","Court, L",2
"Followill, D","Gomez, D",2
"Followill, D","Jones, AK",2
"Followill, D","Mackin, D",2
"Followill, D","Stingo, F",2
"Followill, D","Fontenot, J",1
"Followill, D","Liao, Z",1
"Followill, D","Mohan, R",1
"Followill, D","Zhang, L",1
"Fontenot, J","Court, L",1
"Ford, JC","Balagurunathan, Y",1
"Ford, JC","Davicioni, E",1
"Ford, JC","Erho, N",1
"Ford, JC","Gillies, RJ",1
"Ford, JC","Pollack, A",1
"Ford, JC","Punnen, S",1
"Ford, JC","Solórzano, G",1
"Forget, MA","Allison, JP",1
"Forget, MA","Amaria, RN",1
"Forget, MA","Austin-Breneman, J",1
"Forget, MA","Bernatchez, C",1
"Forget, MA","Carter, BW",1
"Forget, MA","Chen, WS",1
"Forget, MA","Chin, L",1
"Forget, MA","Clise-Dwyer, K",1
"Forget, MA","Cogdill, AP",1
"Forget, MA","Cooper, ZA",1
"Forget, MA","Davies, MA",1
"Forget, MA","Diab, A",1
"Forget, MA","Futreal, PA",1
"Forget, MA","Gershenwald, JE",1
"Forget, MA","Glitza, IC",1
"Forget, MA","Grimm, EA",1
"Forget, MA","Gumbs, C",1
"Forget, MA","Hu, J",1
"Forget, MA","Hudgens, CW",1
"Forget, MA","Hwu, P",1
"Forget, MA","Lazar, AJ",1
"Forget, MA","Lee, JE",1
"Forget, MA","Little, LD",1
"Forget, MA","Nezi, L",1
"Forget, MA","Patel, SP",1
"Forget, MA","Roszik, J",1
"Forget, MA","Sharma, P",1
"Forget, MA","Sloane, RS",1
"Forget, MA","Tawbi, H",1
"Forget, MA","Tetzlaff, MT",1
"Forget, MA","Thornton, RL",1
"Forget, MA","Wargo, JA",1
"Forget, MA","Wistuba, II",1
"Forget, MA","Woodman, SE",1
"Forget, MA","Zhang, J",1
"Fotouhi, S","Davoodi-Bojd, E",1
"Fotouhi, S","Lu, L",1
"Fotouhi, S","Mari, Z",1
"Fotouhi, S","Soltanian-Zadeh, H",1
"Fotouhi, S","Sossi, V",1
"Fraass, B","Hendifar, A",1
"Fraass, B","Nissen, N",1
"Fraass, B","Sandler, H",1
"Fraass, B","Tuli, R",1
"Fraass, B","Zhang, X",1
"Franceschini, D","Comito, T",1
"Franceschini, D","Franzese, C",1
"Franceschini, D","Scorsetti, M",1
"Franceschini, D","Wang, PM",1
"Francesco, F","Benjamin, B",1
"Francesco, F","Caroline, C",1
"Francesco, F","Charles, F",1
"Francesco, F","Eva, H",1
"Francesco, F","Jean-Charles, S",1
"Francesco, F","Samy, A",1
"Francesco, F","Stefan, M",1
"Franco, I","Aerts, HJ",2
"Franco, I","Mak, RH",2
"Franco, I","Parmar, C",1
"Frank, P","Antoch, G",1
"Frank, P","Giesel, FL",1
"Frank, P","Haberkorn, U",1
"Frank, P","Kauczor, HU",1
"Frank, P","Kratochwil, C",1
"Frank, P","Moltz, J",1
"Frank, P","Rath, D",1
"Frank, P","Rieser, M",1
"Frank, P","Schwartz, LH",1
"Frank, P","Warth, A",1
"Franzese, C","Scorsetti, M",1
"Franzese, C","Wang, PM",1
"Freeman, CR","El Naqa, I",1
"Freeman, CR","Skamene, SR",1
"Freymann, JB","Rao, A",1
"Fried, D","Court, L",2
"Fried, D","Jones, AK",2
"Fried, D","Yang, J",2
"Fried, D","Balter, P",1
"Fried, D","Dodge, C",1
"Fried, D","Followill, D",1
"Fried, D","Fontenot, J",1
"Fried, D","Gomez, D",1
"Fried, D","Rodriguez-Rivera, E",1
"Fried, D","Stingo, F",1
"Fried, D","Taylor, B",1
"Fried, DV","Court, LE",1
"Fried, DV","Gomez, DR",1
"Fried, DV","Zhou, S",1
"Frings, V","Boellaard, R",1
"Frings, V","de Langen, AJ",1
"Frings, V","Hoekstra, OS",1
"Frings, V","Mulder, ER",1
"Frings, V","Nissen, IA",1
"Frings, V","Smit, EF",1
"Fu, L","Wang, Q",1
"Fu, L","Zhao, J",1
"Fu, S","Meric-Bernstam, F",1
"Fu, S","Naing, A",1
"Fu, S","Sharma, P",1
"Fulkerson, M","Brugarolas, J",1
"Fulkerson, M","Cadeddu, JA",1
"Fulkerson, M","Chopra, R",1
"Fulkerson, M","Kapur, P",1
"Fulkerson, M","Pedrosa, I",1
"Furstoss, C","Aerts, HJWL",1
"Furstoss, C","El Naqa, I",1
"Furstoss, C","Khaouam, N",1
"Furstoss, C","Nguyen-Tan, PF",1
"Furstoss, C","Seuntjens, J",1
"Furstoss, C","Sultanem, K",1
"Furstoss, C","Wang, CS",1
"Futreal, PA","Allison, JP",1
"Futreal, PA","Cooper, ZA",1
"Futreal, PA","Sharma, P",1
"Futreal, PA","Wargo, JA",1
"Gage, K","Centeno, BA",1
"Gage, K","Coppola, D",1
"Gage, K","Gillies, R",1
"Gage, K","Hoffe, S",1
"Gage, K","Jiang, K",1
"Gage, K","Latifi, K",1
"Gage, K","Li, Q",1
"Gage, K","Magliocco, A",1
"Gage, K","Malafa, M",1
"Gage, K","Merchant, N",1
"Gage, K","Trevino, J",1
"Gage, K","Zhang, G",1
"Gählert, N","Bonekamp, D",1
"Gählert, N","Laun, FB",1
"Gählert, N","Maier-Hein, KH",1
"Gählert, N","Schlemmer, HP",1
"Gählert, N","Tichy, D",1
"Gählert, N","Wiesenfarth, M",1
"Gallivanone, F","Castiglioni, I",1
"Gallivanone, F","Chiti, A",1
"Gallivanone, F","Invento, A",1
"Gallivanone, F","Kirienko, M",1
"Gallivanone, F","Manfrinato, G",1
"Gallivanone, F","Sagona, A",1
"Gallivanone, F","Sollini, M",1
"Gallivanone, F","Tinterri, C",1
"Gan, Y","Li, W",1
"Gan, Y","Liu, Z",1
"Gan, Y","Tian, J",1
"Gan, Y","Zang, Y",1
"Gan, Y","Zhang, L",1
"Gan, Y","Zhang, R",1
"Gan, Y","Zheng, H",1
"Ganott, M","Giger, ML",2
"Ganott, M","Morris, EA",2
"Ganott, M","Bonaccio, E",1
"Ganott, M","Huang, E",1
"Ganott, M","Ji, Y",1
"Ganott, M","Perou, CM",1
"Ganswindt, U","Baumann, M",1
"Ganswindt, U","Belka, C",1
"Ganswindt, U","Combs, SE",1
"Ganswindt, U","Krause, M",1
"Ganswindt, U","Löck, S",1
"Ganswindt, U","Mönnich, D",1
"Ganswindt, U","Pigorsch, S",1
"Ganswindt, U","Richter, C",1
"Ganswindt, U","Troost, EGC",1
"Ganswindt, U","Zips, D",1
"Gao, Y","Bremer, E",1
"Gao, Y","Chen, L",1
"Gao, Y","DiPrima, T",1
"Gao, Y","Kalpathy-Cramer, J",1
"Gao, Y","Kurc, T",1
"Gao, Y","Mao, Y",1
"Gao, Y","Saltz, M",1
"Gao, Y","Sharma, A",1
"Gao, Y","Wang, Y",1
"Garapati, SS","Alva, A",1
"Garapati, SS","Caoili, EM",1
"Garapati, SS","Cha, KH",1
"Garapati, SS","Chan, HP",1
"Garapati, SS","Cohan, RH",1
"Garapati, SS","Hadjiiski, L",1
"Garapati, SS","Paramagul, C",1
"Garapati, SS","Wei, J",1
"Garapati, SS","Weizer, A",1
"Garapati, SS","Zhou, C",1
"Garber, HR","Allison, JP",1
"Garber, HR","Amaria, RN",1
"Garber, HR","Austin-Breneman, J",1
"Garber, HR","Bernatchez, C",1
"Garber, HR","Carter, BW",1
"Garber, HR","Chen, E",1
"Garber, HR","Chen, WS",1
"Garber, HR","Chin, L",1
"Garber, HR","Clise-Dwyer, K",1
"Garber, HR","Cogdill, AP",1
"Garber, HR","Cooper, ZA",1
"Garber, HR","Davies, MA",1
"Garber, HR","Diab, A",1
"Garber, HR","Forget, MA",1
"Garber, HR","Futreal, PA",1
"Garber, HR","Gershenwald, JE",1
"Garber, HR","Glitza, IC",1
"Garber, HR","Grimm, EA",1
"Garber, HR","Gumbs, C",1
"Garber, HR","Haymaker, C",1
"Garber, HR","Hu, J",1
"Garber, HR","Hudgens, CW",1
"Garber, HR","Hwu, P",1
"Garber, HR","Lazar, AJ",1
"Garber, HR","Lee, JE",1
"Garber, HR","Little, LD",1
"Garber, HR","Nezi, L",1
"Garber, HR","Patel, SP",1
"Garber, HR","Roh, W",1
"Garber, HR","Roszik, J",1
"Garber, HR","Sharma, P",1
"Garber, HR","Sloane, RS",1
"Garber, HR","Tawbi, H",1
"Garber, HR","Tetzlaff, MT",1
"Garber, HR","Thornton, RL",1
"Garber, HR","Wani, K",1
"Garber, HR","Wargo, JA",1
"Garber, HR","Wistuba, II",1
"Garber, HR","Woodman, SE",1
"Garber, HR","Zhang, J",1
"Garberis, I","Bidault, F",1
"Garberis, I","Casiraghi, O",1
"Garberis, I","Deutsch, E",1
"Garberis, I","Ferté, C",1
"Garberis, I","Gorphe, P",1
"Garberis, I","Lambin, P",1
"Garberis, I","Robert, C",1
"Garberis, I","Scoazec, JY",1
"Garberis, I","Tao, Y",1
"Garberis, I","Temam, S",1
"Garcia, A","Gillies, RJ",2
"Garcia, A","Li, Q",2
"Garcia, A","Schabath, MB",2
"Garcia, A","Stringfield, O",2
"Garcia, A","Cherezov, D",1
"Garcia, A","Dilling, TJ",1
"Garcia, A","Gatenby, RA",1
"Garcia, A","Goldgof, D",1
"Garcia, A","Hall, L",1
"Garcia, A","Krewer, H",1
"Garcia, A","Moros, EG",1
"Garcia, A","Ye, Z",1
"Garcia, AL","Gillies, RJ",1
"Garcia, AL","Stringfield, O",1
"Garcia, AL","Ye, Z",1
"Garcia-Fidalgo, MA","Tobalina-Larrea, I",1
"Gatenby, RA","Balagurunathan, Y",1
"Gatenby, RA","Gillies, RJ",1
"Gatenby, RA","Goldgof, D",1
"Gatenby, RA","Hall, L",1
"Gatenby, RA","Schabath, MB",1
"Gatta, R","Azario, L",1
"Gatta, R","Casà, C",1
"Gatta, R","Damiani, A",1
"Gatta, R","De Spirito, M",1
"Gatta, R","Dekker, A",1
"Gatta, R","Lambin, P",1
"Gatta, R","Lenkowicz, J",1
"Gatta, R","Masciocchi, C",1
"Gatta, R","Valentini, V",1
"Gatta, R","Van Soest, J",1
"Gelikonov, V","Gelikonov, G",1
"Gelikonov, V","Gladkova, N",1
"Gelikonov, V","Vitkin, A",1
"Geramifar, P","Abdollahi, H",1
"Geramifar, P","Bitarafan-Rajabi, A",1
"Gerasimova-Chechkina, E","Arneodo, A",1
"Gerasimova-Chechkina, E","Harrow, AR",1
"Gerasimova-Chechkina, E","Khalil, A",1
"Gershenwald, JE","Allison, JP",1
"Gershenwald, JE","Amaria, RN",1
"Gershenwald, JE","Carter, BW",1
"Gershenwald, JE","Clise-Dwyer, K",1
"Gershenwald, JE","Cooper, ZA",1
"Gershenwald, JE","Diab, A",1
"Gershenwald, JE","Futreal, PA",1
"Gershenwald, JE","Glitza, IC",1
"Gershenwald, JE","Grimm, EA",1
"Gershenwald, JE","Hu, J",1
"Gershenwald, JE","Lazar, AJ",1
"Gershenwald, JE","Lee, JE",1
"Gershenwald, JE","Patel, SP",1
"Gershenwald, JE","Sharma, P",1
"Gershenwald, JE","Tetzlaff, MT",1
"Gershenwald, JE","Wargo, JA",1
"Gershenwald, JE","Wistuba, II",1
"Gershenwald, JE","Zhang, J",1
"Gevaert, O","Napel, S",3
"Gevaert, O","Kamaya, A",2
"Gevaert, O","Kothary, N",2
"Gevaert, O","Louie, J",2
"Gevaert, O","Shah, R",2
"Ghaffarian, P","Abdollahi, H",1
"Ghaffarian, P","Bitarafan-Rajabi, A",1
"Ghaffarian, P","Geramifar, P",1
"Ghosh, P","Rao, A",1
"Ghosh, P","Tamboli, P",1
"Ghosh, P","Vikram, R",1
"Giesel, FL","Holland-Letz, T",1
"Giesel, FL","Schneider, F",1
"Giger, ML","Ji, Y",3
"Giger, ML","Morris, EA",3
"Gilkeson, RC","Linden, P",1
"Gilkeson, RC","Madabhushi, A",1
"Gillies, R","Aerts, HJWL",1
"Gillies, R","Goldgof, D",1
"Gillies, R","Malafa, M",1
"Gillies, R","Quackenbush, J",1
"Gillies, RJ","Lambin, P",5
"Gillies, RJ","Schabath, MB",5
"Gillies, RJ","Moros, EG",4
"Gillies, RJ","Goldgof, D",2
"Gillies, RJ","Pollack, A",2
"Gillies, RJ","Aerts, HJWL",1
"Gillies, RJ","Buatti, JM",1
"Gillies, RJ","Grkovski, M",1
"Gillies, RJ","Hamarneh, G",1
"Gillies, RJ","Huang, Q",1
"Gillies, RJ","Ishkanian, A",1
"Gillies, RJ","Kinahan, PE",1
"Gillies, RJ","Laymon, CM",1
"Gillies, RJ","Mountz, JM",1
"Gillies, RJ","Muzi, JP",1
"Gillies, RJ","Muzi, M",1
"Gillies, RJ","Nehmeh, S",1
"Gillies, RJ","Oborski, MJ",1
"Gillies, RJ","Qi, J",1
"Gillies, RJ","Sunderland, JJ",1
"Gillies, RJ","Tan, Y",1
"Gillies, RJ","Zhao, B",1
"Gilmore, H","Madabhushi, A",2
"Gilmore, H","Plecha, D",2
"Gilmore, H","Tiwari, P",2
"Giniebra-Camejo, D","Fu, S",1
"Giniebra-Camejo, D","Mendoza, T",1
"Giniebra-Camejo, D","Meric-Bernstam, F",1
"Giniebra-Camejo, D","Naing, A",1
"Giniebra-Camejo, D","Sharma, P",1
"Giniebra-Camejo, D","Sheshadri, A",1
"Giniebra-Camejo, D","Stephen, B",1
"Giniebra-Camejo, D","Subbiah, V",1
"Ginsburg, SB","Algohary, A",1
"Ginsburg, SB","Aronen, HJ",1
"Ginsburg, SB","Böhm, M",1
"Ginsburg, SB","Boström, PJ",1
"Ginsburg, SB","Brenner, P",1
"Ginsburg, SB","Delprado, W",1
"Ginsburg, SB","Gulani, V",1
"Ginsburg, SB","Haynes, AM",1
"Ginsburg, SB","Jambor, I",1
"Ginsburg, SB","Madabhushi, A",1
"Ginsburg, SB","Pahwa, S",1
"Ginsburg, SB","Ponsky, L",1
"Ginsburg, SB","Pulbrock, M",1
