source,target,number
"Li, Y","Zhao, B",1
"Li, Y","Zong, M",1
"Li, Z","Yu, J",3
"Li, Z","Wang, Y",2
"Li, Z","Yu, J",2
"Li, Z","Guo, Y",2
"Li, Z","Wang, Y",2
"Li, Z","Chen, L",1
"Li, Z","Chen, Z",1
"Li, Z","Gao, Y",1
"Li, Z","Ju, X",1
"Li, Z","Liu, T",1
"Li, Z","Lv, X",1
"Li, Z","Mao, Y",1
"Li, Z","Wu, G",1
"Li, Z","Cao, W",1
"Li, Z","Zhang, Q",1
"Li, ZC","Li, Q",2
"Li, ZC","Liu, J",1
"Li, ZC","Zhai, G",1
"Li, ZC","Zhang, J",1
"Lian, Y","Chen, L",2
"Lian, Y","Mao, Y",2
"Lian, Y","Wang, Y",2
"Lian, Y","Dong, D",1
"Lian, Y","Gao, Y",1
"Lian, Y","Kong, L",1
"Lian, Y","Li, Z",1
"Lian, Y","Liu, T",1
"Lian, Y","Shi, D",1
"Lian, Y","Tang, Z",1
"Lian, Y","Tian, J",1
"Lian, Y","Wang, M",1
"Lian, Y","Wang, S",1
"Lian, Z","Huang, W",2
"Lian, Z","Liang, C",2
"Lian, Z","Liu, J",2
"Lian, Z","Luo, X",2
"Lian, Z","Mo, X",2
"Lian, Z","Pei, S",2
"Lian, Z","Zhang, B",2
"Lian, Z","Zhang, S",2
"Lian, Z","Chen, W",1
"Lian, Z","Guo, B",1
"Lian, Z","Liang, L",1
"Lian, Z","Ouyang, F",1
"Liang, C","Liu, Z",9
"Liang, C","Tian, J",6
"Liang, C","Liu, Z",5
"Liang, C","Tian, J",4
"Liang, C","Xie, J",2
"Liang, C","Zhang, B",2
"Liang, C","Zhang, S",2
"Liang, C","Li, ZC",1
"Liang, CH","Chen, X",1
"Liang, CH","He, L",1
"Liang, CH","Liang, CS",1
"Liang, CH","Liu, ZY",1
"Liang, CH","Ma, ZL",1
"Liang, CH","Tian, J",1
"Liang, CS","Chen, X",1
"Liang, CS","Liu, ZY",1
"Liang, CS","Ma, ZL",1
"Liang, L","Chen, W",1
"Liang, L","Liang, C",1
"Liang, L","Zhang, S",1
"Liang, Z","Cui, G",1
"Liang, Z","Liu, Y",1
"Liang, Z","Lu, H",1
"Liao, W","Tao, Y",1
"Liao, W","Yang, L",1
"Liao, W","Zhang, P",1
"Liao, W","Zhou, J",1
"Liao, Z","Court, L",1
"Liao, Z","Mackin, D",1
"Liao, Z","Mohan, R",1
"Liao, Z","Zhang, L",1
"Liberman, G","Blumenthal, DT",1
"Liberman, G","Bokstein, F",1
"Liberman, G","Haim, O",1
"Liberman, G","Kashanian, A",1
"Liberman, G","Ram, Z",1
"Liberman, G","Shahar, T",1
"Lichtenstein, P","Li, Y",1
"Lichtenstein, P","Schwartz, L",1
"Lichtenstein, P","Yin, Q",1
"Lichtenstein, P","Zhao, B",1
"Lichtenstein, P","Zong, M",1
"Liem, X","Aerts, HJWL",1
"Liem, X","El Naqa, I",1
"Liem, X","Furstoss, C",1
"Liem, X","Khaouam, N",1
"Liem, X","Nguyen-Tan, PF",1
"Liem, X","Seuntjens, J",1
"Liem, X","Sultanem, K",1
"Liem, X","Wang, CS",1
"Lieuwes, NG","Dubois, L",1
"Lieuwes, NG","Lambin, P",1
"Lieuwes, NG","Yaromina, A",1
"Limkin, E","Deutsch, E",2
"Limkin, E","Escande, A",2
"Limkin, E","Haie-Meder, C",2
"Limkin, E","Robert, C",2
"Limkin, E","Gouy, S",1
"Limkin, E","Riet, F",1
"Lin, G","Chen, FH",1
"Lin, G","Hong, JH",1
"Lin, G","Lin, YP",1
"Lin, G","Ng, SH",1
"Lin, G","Wang, CC",1
"Lin, W","Brooks, SA",1
"Lin, W","Fielding, JR",1
"Lin, W","Khandani, AH",1
"Lin, W","Milowsky, MI",1
"Lin, W","Rathmell, WK",1
"Lin, W","Shen, D",1
"Lin, W","Wallen, EM",1
"Lin, W","Woods, ME",1
"Lin, YC","Chen, FH",1
"Lin, YC","Hong, JH",1
"Lin, YC","Lin, G",1
"Lin, YC","Lin, YP",1
"Lin, YC","Ng, SH",1
"Lin, YC","Wang, CC",1
"Lin, YP","Chen, FH",1
"Lin, YP","Ng, SH",1
"Lin, YP","Wang, CC",1
"Lin, YS","Bai, Y",1
"Lin, YS","Gu, JQ",1
"Lin, YS","Wang, MY",1
"Lin, YS","Wu, WG",1
"Lin, YS","Yang, C",1
"Linden, P","Madabhushi, A",1
"Little, LD","Allison, JP",1
"Little, LD","Amaria, RN",1
"Little, LD","Austin-Breneman, J",1
"Little, LD","Bernatchez, C",1
"Little, LD","Carter, BW",1
"Little, LD","Chen, WS",1
"Little, LD","Chin, L",1
"Little, LD","Clise-Dwyer, K",1
"Little, LD","Cogdill, AP",1
"Little, LD","Cooper, ZA",1
"Little, LD","Davies, MA",1
"Little, LD","Diab, A",1
"Little, LD","Futreal, PA",1
"Little, LD","Gershenwald, JE",1
"Little, LD","Glitza, IC",1
"Little, LD","Grimm, EA",1
"Little, LD","Gumbs, C",1
"Little, LD","Hu, J",1
"Little, LD","Hudgens, CW",1
"Little, LD","Hwu, P",1
"Little, LD","Lazar, AJ",1
"Little, LD","Lee, JE",1
"Little, LD","Nezi, L",1
"Little, LD","Patel, SP",1
"Little, LD","Roszik, J",1
"Little, LD","Sharma, P",1
"Little, LD","Sloane, RS",1
"Little, LD","Tawbi, H",1
"Little, LD","Tetzlaff, MT",1
"Little, LD","Thornton, RL",1
"Little, LD","Wargo, JA",1
"Little, LD","Wistuba, II",1
"Little, LD","Woodman, SE",1
"Little, LD","Zhang, J",1
"Liu, C","Chetty, IJ",1
"Liu, C","Movsas, B",1
"Liu, H","Huang, J",1
"Liu, H","Lin, T",1
"Liu, H","Qiu, Y",1
"Liu, H","Su, Y",1
"Liu, H","Zheng, B",1
"Liu, J","Huang, W",2
"Liu, J","Liang, C",2
"Liu, J","Luo, X",2
"Liu, J","Mo, X",2
"Liu, J","Pei, S",2
"Liu, J","Zhang, B",2
"Liu, J","Zhang, S",2
"Liu, J","Chen, W",1
"Liu, J","Guo, B",1
"Liu, J","Liang, L",1
"Liu, J","Ouyang, F",1
"Liu, J","Sun, Y",1
"Liu, J","Wan, S",1
"Liu, J","Yan, J",1
"Liu, J","Zhai, G",1
"Liu, L","Chen, G",1
"Liu, L","Cheng, G",1
"Liu, L","Cui, LB",1
"Liu, L","Li, ZC",1
"Liu, L","Liang, C",1
"Liu, L","Qin, W",1
"Liu, L","Wang, G",1
"Liu, L","Ye, J",1
"Liu, L","Yin, H",1
"Liu, L","Zhang, HJ",1
"Liu, L","Zhou, S",1
"Liu, R","Baladandayuthapani, V",1
"Liu, R","Li, T",1
"Liu, R","Morris, JS",1
"Liu, R","Yang, L",1
"Liu, R","Zhu, H",1
"Liu, S","Aerts, HJWL",1
"Liu, S","Gillies, RJ",1
"Liu, S","Qu, F",1
"Liu, S","Ye, Z",1
"Liu, T","Yu, J",2
"Liu, T","Chen, L",1
"Liu, T","Gao, Y",1
"Liu, T","Mao, Y",1
"Liu, T","Wang, Y",1
"Liu, T","Chang, C",1
"Liu, T","Guo, Y",1
"Liu, T","Hu, Y",1
"Liu, T","Li, J",1
"Liu, T","Wang, Y",1
"Liu, TT","Chen, G",1
"Liu, TT","Cheng, G",1
"Liu, TT","Cui, LB",1
"Liu, TT","Liu, L",1
"Liu, TT","Qin, W",1
"Liu, TT","Ye, J",1
"Liu, TT","Yin, H",1
"Liu, TT","Zhang, HJ",1
"Liu, X","Qian, Z",3
"Liu, X","Wang, K",3
"Liu, X","Wang, Y",3
"Liu, X","Xu, K",2
"Liu, X","Dong, D",1
"Liu, X","Fang, M",1
"Liu, X","Hu, C",1
"Liu, X","Li, W",1
"Liu, X","Song, J",1
"Liu, X","Tian, J",1
"Liu, Y","Gillies, RJ",5
"Liu, Y","Li, Q",4
"Liu, Y","Schabath, MB",4
"Liu, Y","Stringfield, O",4
"Liu, Y","Ye, Z",4
"Liu, Y","Li, Q",3
"Liu, Y","Aerts, HJWL",2
"Liu, Y","Dilling, TJ",2
"Liu, Y","Garcia, A",2
"Liu, Y","Latifi, K",2
"Liu, Y","Lu, H",2
"Liu, Y","Moros, EG",2
"Liu, Y","Parmar, C",2
"Liu, Y","Tian, Q",2
"Liu, Y","Wu, Y",2
"Liu, Y","Yang, Z",2
"Liu, Y","Zhang, X",2
"Liu, Y","Stringfield, O",2
"Liu, Y","Cherezov, D",1
"Liu, Y","Coroller, TP",1
"Liu, Y","Cruz, G",1
"Liu, Y","Cui, G",1
"Liu, Y","Fennessy, F",1
"Liu, Y","Gatenby, RA",1
"Liu, Y","Gillies, R",1
"Liu, Y","Goldgof, D",1
"Liu, Y","Hall, L",1
"Liu, Y","Krewer, H",1
"Liu, Y","Lambin, P",1
"Liu, Y","Liu, S",1
"Liu, Y","Mak, RH",1
"Liu, Y","Makrigiorgos, M",1
"Liu, Y","Meng, J",1
"Liu, Y","Qi, J",1
"Liu, Y","Qu, F",1
"Liu, Y","Quackenbush, J",1
"Liu, Y","Zhang, G",1
"Liu, Y","Garcia, AL",1
"Liu, Y","Gillies, RJ",1
"Liu, Y","Ye, Z",1
"Liu, Z","Tian, J",6
"Liu, Z","Ma, Z",4
"Liu, Z","Tian, J",3
"Liu, Z","Shen, C",2
"Liu, Z","Wang, S",2
"Liu, Z","Guan, M",1
"Liu, Z","Kong, L",1
"Liu, Z","Li, W",1
"Liu, Z","Lian, Y",1
"Liu, Z","Pan, D",1
"Liu, Z","Shi, D",1
"Liu, Z","Song, J",1
"Liu, Z","Tan, Y",1
"Liu, Z","Tang, Z",1
"Liu, Z","Wang, M",1
"Liu, Z","Wang, XC",1
"Liu, Z","Wu, XF",1
"Liu, Z","Zhang, H",1
"Liu, Z","Zheng, H",1
"Liu, Z","Li, XT",1
"Liu, Z","Shi, YJ",1
"Liu, Z","Sun, YS",1
"Liu, Z","Tang, Z",1
"Liu, Z","Wang, L",1
"Liu, Z","Wang, S",1
"Liu, Z","Zhang, XY",1
"Liu, Z","Zhu, HT",1
"Lo, P","Balagurunathan, Y",1
"Lo, P","Cha, K",1
"Lo, P","Dilger, SK",1
"Lo, P","Driscoll, B",1
"Lo, P","Gillies, R",1
"Lo, P","Goldgof, D",1
"Lo, P","Hadjiiski, L",1
"Lo, P","Sieren, JC",1
"Lo, P","Uthoff, J",1
"Lo, P","Yeung, I",1
"Lo, SS","Kinahan, PE",1
"Lo, SS","Mayr, NA",1
"Lobefalo, F","Comito, T",1
"Lobefalo, F","Franceschini, D",1
"Lobefalo, F","Franzese, C",1
"Lobefalo, F","Kirienko, M",1
"Lobefalo, F","Scorsetti, M",1
"Lobefalo, F","Sollini, M",1
"Lobefalo, F","Wang, PM",1
"Löck, S","Richter, C",1
"Logan, J","Brown, PD",1
"Logan, J","Court, LE",1
"Logan, J","Fave, X",1
"Logan, J","Ferguson, SD",1
"Logan, J","Guha-Thakurta, N",1
"Logan, J","Li, J",1
"Logan, J","Mackin, D",1
"Logan, J","McGovern, SL",1
"Logan, J","Wang, X",1
"Logan, J","Zhang, L",1
"Lohmann, P","Ceccon, G",1
"Lohmann, P","Filss, CP",1
"Lohmann, P","Galldiks, N",1
"Lohmann, P","Kamp, MA",1
"Lohmann, P","Langen, KJ",1
"Lohmann, P","Neumaier, B",1
"Lohmann, P","Rapp, M",1
"Lohmann, P","Sabel, M",1
"Lohmann, P","Shah, NJ",1
"Lohmann, P","Stegmayr, C",1
"Lohmann, P","Stoffels, G",1
"Loo, CE","Gilhuijs, KGA",1
"Lopez, CJ","Ishkanian, F",1
"Lopez, CJ","Kwon, D",1
"Lopez, CJ","Markoe, AM",1
"Lopez, CJ","Maudsley, A",1
"Lopez, CJ","Nagornaya, N",1
"Lopez, CJ","Parra, NA",1
"Lopez, CJ","Stoyanova, R",1
"Louie, AV","Senan, S",2
"Louie, AV","Ward, AD",2
"Louie, AV","Chan, I",1
"Louie, AV","Etemad-Rezai, R",1
"Louie, AV","Landis, M",1
"Louie, AV","Rodrigues, G",1
"Louie, AV","Yeung, TP",1
"Louie, J","Kothary, N",2
"Louie, J","Napel, S",2
"Lovinfosse, P","Albert, A",1
"Lovinfosse, P","Coimbra, C",1
"Lovinfosse, P","Daenen, F",1
"Lovinfosse, P","Delvenne, P",1
"Lovinfosse, P","Hatt, M",1
"Lovinfosse, P","Hustinx, R",1
"Lovinfosse, P","Koopmansch, B",1
"Lovinfosse, P","Lambert, F",1
"Lovinfosse, P","Martinive, P",1
"Lovinfosse, P","Polus, M",1
"Lovinfosse, P","Seidel, L",1
"Lovinfosse, P","Van Daele, D",1
"Lovinfosse, P","Visvikis, D",1
"Lozza, L","Chiti, A",1
"Lozza, L","Fogliata, A",1
"Lozza, L","Rossi, A",1
"Lozza, L","Sollini, M",1
"Lozza, L","Voulaz, E",1
"Lu, L","Rahmim, A",3
"Lu, L","Zhao, B",2
"Lu, L","Chen, W",2
"Lu, L","Feng, Q",2
"Lu, L","Jiang, J",2
"Lu, L","Lv, W",2
"Lu, L","Zhao, B",2
"Lu, L","Dercle, L",1
"Lu, L","Li, Y",1
"Lu, L","Lichtenstein, P",1
"Lu, L","Mari, Z",1
"Lu, L","Schwartz, L",1
"Lu, L","Schwartz, LH",1
"Lu, L","Soltanian-Zadeh, H",1
"Lu, L","Sossi, V",1
"Lu, L","Yin, Q",1
"Lu, L","Zhao, J",1
"Lu, L","Zong, M",1
"Lu, L","Ehmke, RC",1
"Lu, L","Schwartz, LH",1
"Lu, Z","Deng, C",1
"Lu, Z","Huang, W",1
"Lu, Z","Lian, Z",1
"Lu, Z","Liang, C",1
"Lu, Z","Liu, J",1
"Lu, Z","Luo, X",1
"Lu, Z","Mo, X",1
"Lu, Z","Pei, S",1
"Lu, Z","Zhang, B",1
"Lu, Z","Zhang, L",1
"Lu, Z","Zhang, S",1
"Lucia, F","Desseroit, MC",1
"Lucia, F","Hatt, M",1
"Lucia, F","Malhaire, JP",1
"Lucia, F","Miranda, O",1
"Lucia, F","Pradier, O",1
"Lucia, F","Robin, P",1
"Lucia, F","Schick, U",1
"Lucia, F","Visvikis, D",1
"Luedi, MM","Colen, RR",1
"Luedi, MM","Zinn, PO",1
"Lui, S","Gong, Q",1
"Lui, S","Huang, X",1
"Lui, S","Shi, Y",1
"Lui, S","Sweeney, JA",1
"Lui, S","Xu, X",1
"Luo, X","Huang, W",2
"Luo, X","Liang, C",2
"Luo, X","Mo, X",2
"Luo, X","Pei, S",2
"Luo, X","Zhang, B",2
"Luo, X","Zhang, S",2
"Luo, X","Chen, W",1
"Luo, X","Guo, B",1
"Luo, X","Liang, L",1
"Luo, X","Ouyang, F",1
"Luo, Y","Chien, JT",1
"Luo, Y","Cui, S",1
"Luo, Y","Naqa, IE",1
"Luo, Y","Ten Haken, RK",1
"Lv, W","Chen, W",1
"Lv, W","Feng, Q",1
"Lv, W","Jiang, J",1
"Lv, W","Ma, J",1
"Lv, W","Rahmim, A",1
"Lv, X","Chen, Z",1
"Lv, X","Ju, X",1
"Lynne, C","Abramowitz, MC",1
"Lynne, C","Alshalalfa, M",1
"Lynne, C","Ashab, HA",1
"Lynne, C","Buerki, C",1
"Lynne, C","Castillo, R",1
"Lynne, C","Davicioni, E",1
"Lynne, C","Erho, N",1
"Lynne, C","Gillies, RJ",1
"Lynne, C","Ishkanian, A",1
"Lynne, C","Jorda, M",1
"Lynne, C","Kryvenko, ON",1
"Lynne, C","Lam, LL",1
"Lynne, C","Parekh, DJ",1
"Lynne, C","Parra, N",1
"Lynne, C","Punnen, S",1
"Ma, J","Lu, L",3
"Ma, J","Ren, Y",2
"Ma, J","Chen, W",1
"Ma, J","Feng, Q",1
"Ma, J","Rahmim, A",1
"Ma, J","Xiong, J",1
"Ma, J","Zhao, J",1
"Ma, J","Fu, L",1
"Ma, J","Wang, Q",1
"Ma, J","Xiong, J",1
"Ma, J","Zhao, J",1
"Ma, J","Zhou, Z",1
"Ma, Z","Liang, C",6
"Ma, Z","Liang, C",3
"Ma, Z","Tian, J",2
"Ma, Z","Dong, D",1
"Ma, Z","Cheng, Z",1
"Ma, Z","Dong, D",1
"Ma, Z","Fang, M",1
"Ma, Z","Huang, X",1
"Ma, Z","Tian, J",1
"Ma, Z","Xie, J",1
"Ma, ZL","Liu, ZY",1
"Macdonald, DB","Dennie, C",1
"Macdonald, DB","Rybicki, FJ",1
"Macdonald, DB","Seely, JM",1
"Macdonald, DB","Shabana, W",1
"Macdonald, DB","Thornhill, RE",1
"Mackin, D","Yang, J",4
"Mackin, D","Yang, J",3
"Mackin, D","Court, LE",2
"Mackin, D","Stingo, F",2
"Mackin, D","Fontenot, J",1
"Mackin, D","Fried, D",1
"Mackin, D","Gillies, RJ",1
"Mackin, D","Kiryu, S",1
"Mackin, D","Li, J",1
"Mackin, D","Moros, E",1
"Mackin, D","Moros, EG",1
"Mackin, D","Ohtomo, K",1
"Mackin, D","Zhang, J",1
"Mackin, D","Dodge, C",1
"Mackin, D","Fried, D",1
"Mackin, D","Ng, CS",1
"Mackin, D","Rodriguez-Rivera, E",1
"Mackin, D","Taylor, B",1
"Mackin, DS","Court, LE",1
"Mackin, DS","Fried, DV",1
"Mackin, DS","Gomez, DR",1
"Mackin, DS","Zhou, S",1
"Madabhushi, A","Tiwari, P",7
"Magliocco, A","Gillies, R",2
"Magliocco, A","Merchant, N",2
"Magliocco, A","Li, Q",1
"Magliocco, A","Malafa, M",1
"Magliocco, A","Malafa, MP",1
"Magliocco, A","Trevino, J",1
"Magnoni, P","Erba, PA",1
"Magnoni, P","Kirienko, M",1
"Mahajan, A","Basu, S",1
"Mahmood, U","Apte, AP",1
"Mahmood, U","Deasy, JO",1
"Mahmood, U","Schmidtlein, CR",1
"Mahmood, U","Shukla-Dave, A",1
"Maier-Hein, K","Albert, N",1
"Maier-Hein, K","Brückmann, H",1
"Maier-Hein, K","Ertl-Wagner, B",1
"Maier-Hein, K","Reiser, M",1
"Maier-Hein, K","Schüller, U",1
"Maier-Hein, K","Suchorska, B",1
"Maier-Hein, K","Tonn, JC",1
"Maier-Hein, KH","Bonekamp, D",3
"Maier-Hein, KH","Schlemmer, HP",3
"Maier-Hein, KH","Radbruch, A",2
"Maier-Hein, KH","Wick, W",2
"Maitra, A","Koay, EJ",1
"Mak, R","Aerts, HJ",1
"Mak, RH","Aerts, HJ",7
"Mak, RH","Aerts, HJWL",3
"Mak, RH","Kikinis, R",2
"Mak, RH","De Ruysscher, D",1
"Mak, RH","Fennessy, FM",1
"Mak, RH","Gillies, R",1
"Mak, RH","Lewis, JH",1
"Mak, RH","Mitra, S",1
"Mak, RH","Quackenbush, J",1
"Mak, RH","Shankar, BU",1
"Mak, RH","van Baardwijk, A",1
"Makrigiorgos, M","Aerts, HJWL",1
"Makrigiorgos, M","Fennessy, F",1
"Makrigiorgos, M","Gillies, R",1
"Makrigiorgos, M","Mak, RH",1
"Makrigiorgos, M","Quackenbush, J",1
"Malafa, MP","Gillies, R",1
"Malhaire, JP","Hatt, M",1
"Malhaire, JP","Pradier, O",1
"Malhaire, JP","Robin, P",1
"Malhaire, JP","Schick, U",1
"Malyszko, J","Abba, ML",1
"Malyszko, J","Allgayer, H",1
"Malyszko, J","Juhl, H",1
"Malyszko, J","Koch, F",1
"Malyszko, J","Manegold, C",1
"Malyszko, J","Pilz, L",1
"Manegold, C","Abba, ML",1
"Manegold, C","Allgayer, H",1
"Manegold, C","Juhl, H",1
"Manegold, C","Koch, F",1
"Manegold, C","Pilz, L",1
"Manfrinato, G","Castiglioni, I",1
"Manfrinato, G","Chiti, A",1
"Manfrinato, G","Kirienko, M",1
"Manfrinato, G","Tinterri, C",1
"Mannel, RS","Liu, H",1
"Mannel, RS","Qiu, Y",1
"Mannel, RS","Zheng, B",1
"Mao, X","Allison, JP",1
"Mao, X","Amaria, RN",1
"Mao, X","Austin-Breneman, J",1
"Mao, X","Beird, HC",1
"Mao, X","Bernatchez, C",1
"Mao, X","Carter, BW",1
"Mao, X","Chen, E",1
"Mao, X","Chen, J",1
"Mao, X","Chen, PL",1
"Mao, X","Chen, WS",1
"Mao, X","Chin, L",1
"Mao, X","Clise-Dwyer, K",1
"Mao, X","Cogdill, AP",1
"Mao, X","Cooper, ZA",1
"Mao, X","Davies, MA",1
"Mao, X","De Macedo, MP",1
"Mao, X","Diab, A",1
"Mao, X","Forget, MA",1
"Mao, X","Futreal, PA",1
"Mao, X","Garber, HR",1
"Mao, X","Gershenwald, JE",1
"Mao, X","Glitza, IC",1
"Mao, X","Grimm, EA",1
"Mao, X","Gumbs, C",1
"Mao, X","Haymaker, C",1
"Mao, X","Hu, J",1
"Mao, X","Hudgens, CW",1
"Mao, X","Hwu, P",1
"Mao, X","Jiang, H",1
"Mao, X","Lazar, AJ",1
"Mao, X","Lee, JE",1
"Mao, X","Little, LD",1
"Mao, X","Nezi, L",1
"Mao, X","Patel, SP",1
"Mao, X","Roh, W",1
"Mao, X","Roszik, J",1
"Mao, X","Sharma, P",1
"Mao, X","Sloane, RS",1
"Mao, X","Song, X",1
"Mao, X","Tawbi, H",1
"Mao, X","Tetzlaff, MT",1
"Mao, X","Thornton, RL",1
"Mao, X","Wani, K",1
"Mao, X","Wargo, JA",1
"Mao, X","Wistuba, II",1
"Mao, X","Woodman, SE",1
"Mao, X","Zhang, J",1
"Marchianò, A","Mainardi, LT",1
"Mari, Z","Soltanian-Zadeh, H",1
"Mari, Z","Sossi, V",1
"Mariak, Z","Abba, ML",1
"Mariak, Z","Allgayer, H",1
"Mariak, Z","Charkiewicz, AE",1
"Mariak, Z","Juhl, H",1
"Mariak, Z","Kedra, B",1
"Mariak, Z","Koch, F",1
"Mariak, Z","Kurzawa, P",1
"Mariak, Z","Malyszko, J",1
"Mariak, Z","Manegold, C",1
"Mariak, Z","Minarowski, L",1
"Mariak, Z","Mroczko, B",1
"Mariak, Z","Pilz, L",1
"Mariak, Z","Szamatowicz, J",1
"Marin, Z","Arneodo, A",1
"Marin, Z","Batchelder, KA",1
"Marin, Z","Gerasimova-Chechkina, E",1
"Marin, Z","Guimond, L",1
"Marin, Z","Harrow, AR",1
"Marin, Z","Khalil, A",1
"Marin, Z","Toner, BC",1
"Markoe, AM","Maudsley, A",1
"Markoe, AM","Stoyanova, R",1
"Martinez, JJ","Rao, A",1
"Martinez, JJ","Rao, G",1
"Martínez-González, A","Arana, E",1
"Martínez-González, A","Martino, J",1
"Martínez-González, A","Pérez-García, VM",1
"Martínez-González, A","Velasquez, C",1
"Martinive, P","Albert, A",1
"Martinive, P","Coimbra, C",1
"Martinive, P","Daenen, F",1
"Martinive, P","Delvenne, P",1
"Martinive, P","Hatt, M",1
"Martinive, P","Hustinx, R",1
"Martinive, P","Koopmansch, B",1
"Martinive, P","Lambert, F",1
"Martinive, P","Seidel, L",1
"Martinive, P","Visvikis, D",1
"Martino, J","Arana, E",1
"Martino, J","Pérez-García, VM",1
"Martino, J","Velasquez, C",1
"Masciocchi, C","Azario, L",1
"Masciocchi, C","Casà, C",1
"Masciocchi, C","Damiani, A",1
"Masciocchi, C","De Spirito, M",1
"Masciocchi, C","Dekker, A",1
"Masciocchi, C","Lambin, P",1
"Masciocchi, C","Lenkowicz, J",1
"Masciocchi, C","Valentini, V",1
"Masciocchi, C","Van Soest, J",1
"Massard, C","Deutsch, E",1
"Massard, C","Ferté, C",1
"Massard, C","Jaudet, C",1
"Massard, C","Soria, JC",1
"Massard, C","Varga, A",1
"Mathieu, R","Acosta, O",1
"Mathieu, R","de Crevoisier, R",1
"Mathieu, R","Hatt, M",1
"Mathieu, R","Ospina, JD",1
"Mathieu, R","Rohou, T",1
"Mathieu, R","Rolland, Y",1
"Mathieu, R","Vincendeau, S",1
"Mattonen, SA","Louie, AV",2
"Mattonen, SA","Palma, DA",2
"Mattonen, SA","Senan, S",2
"Mattonen, SA","Ward, AD",2
"Mattonen, SA","Chan, I",1
"Mattonen, SA","Etemad-Rezai, R",1
"Mattonen, SA","Johnson, C",1
"Mattonen, SA","Landis, M",1
"Mattonen, SA","Rodrigues, G",1
"Mattonen, SA","Tetar, S",1
"Mattonen, SA","Yeung, TP",1
"Matveev, L","Feldchtein, F",1
"Matveev, L","Gelikonov, G",1
"Matveev, L","Gelikonov, V",1
"Matveev, L","Gladkova, N",1
"Matveev, L","Vitkin, A",1
"Matveev, L","Zagaynova, E",1
"Matveev, L","Zaitsev, V",1
"Maudsley, A","Stoyanova, R",1
"McGarry, SD","Cochran, EJ",1
"McGarry, SD","Connelly, J",1
"McGarry, SD","Hurrell, SL",1
"McGarry, SD","Kaczmarowski, AL",1
"McGarry, SD","LaViolette, PS",1
"McGarry, SD","Rand, SD",1
"McGarry, SD","Schmainda, KM",1
"McGovern, SL","Court, LE",1
"McGovern, SL","Fave, X",1
"McGovern, SL","Ferguson, SD",1
"McGovern, SL","Guha-Thakurta, N",1
"McGovern, SL","Li, J",1
"McGovern, SL","Mackin, D",1
"McGovern, SL","Zhang, L",1
"McNitt-Gray, M","Balagurunathan, Y",1
"McNitt-Gray, M","Cha, K",1
"McNitt-Gray, M","Dilger, SK",1
"McNitt-Gray, M","Driscoll, B",1
"McNitt-Gray, M","Gillies, R",1
"McNitt-Gray, M","Goldgof, D",1
"McNitt-Gray, M","Hadjiiski, L",1
"McNitt-Gray, M","Lo, P",1
"McNitt-Gray, M","Sieren, JC",1
"McNitt-Gray, M","Uthoff, J",1
"McNitt-Gray, M","Yeung, I",1
"Meier, AA","Aghajanian, C",1
"Meier, AA","Deasy, J",1
"Meier, AA","Hricak, H",1
"Meier, AA","Levine, DA",1
"Meier, AA","Sala, E",1
"Meier, AA","Snyder, A",1
"Meier, AA","Sosa, R",1
"Meier, AA","Soslow, RA",1
"Meier, AA","Weigelt, B",1
"Mendel, KR","Abe, H",1
"Mendel, KR","Cahill, CM",1
"Mendel, KR","Giger, ML",1
"Mendel, KR","Lan, L",1
"Mendel, KR","Li, H",1
"Mendel, KR","Rael, V",1
"Mendoza, T","Fu, S",1
"Mendoza, T","Meric-Bernstam, F",1
"Mendoza, T","Naing, A",1
"Mendoza, T","Sharma, P",1
"Meng, J","Lu, H",1
"Meng, J","Yang, Z",1
"Merchant, N","Gillies, R",2
"Merchant, N","Malafa, M",1
"Merchant, N","Malafa, MP",1
"Meric-Bernstam, F","Naing, A",1
"Merkely, B","Maurovich-Horvat, P",1
"Messina, A","Casali, PG",1
"Messina, A","Gronchi, A",1
"Messina, A","Mainardi, LT",1
"Messina, A","Marchianò, A",1
"Micco, M","Aghajanian, C",1
"Micco, M","Deasy, J",1
"Micco, M","Hricak, H",1
"Micco, M","Lakhman, Y",1
"Micco, M","Levine, DA",1
"Micco, M","Meier, AA",1
"Micco, M","Nougaret, S",1
"Micco, M","Sala, E",1
"Micco, M","Snyder, A",1
"Micco, M","Sosa, R",1
"Micco, M","Soslow, RA",1
"Micco, M","Weigelt, B",1
"Michael, AM","Baum, SA",1
"Michael, AM","Helguera, M",1
"Michael, AM","Moore, GJ",1
"Michalska-Falkowska, A","Abba, ML",1
"Michalska-Falkowska, A","Allgayer, H",1
"Michalska-Falkowska, A","Charkiewicz, AE",1
"Michalska-Falkowska, A","Charkiewicz, R",1
"Michalska-Falkowska, A","Ciborowski, M",1
"Michalska-Falkowska, A","Ciereszko, A",1
"Michalska-Falkowska, A","Cybulski, A",1
"Michalska-Falkowska, A","Juhl, H",1
"Michalska-Falkowska, A","Jurgilewicz, D",1
"Michalska-Falkowska, A","Kaczmarek, M",1
"Michalska-Falkowska, A","Kedra, B",1
"Michalska-Falkowska, A","Kisluk, J",1
"Michalska-Falkowska, A","Koch, F",1
"Michalska-Falkowska, A","Kozlowski, M",1
"Michalska-Falkowska, A","Kurzawa, P",1
"Michalska-Falkowska, A","Kwasniewski, M",1
